# japanese	english	jp_bytes	en_bytes	source=reuse
知性－	Damage Intellect	6	16	reuse
短剣	Dagger	4	6	reuse
硬直時間加算	Stunner	12	7	reuse
神にケンカを	Picking a Fight With God	12	24	reuse
神のたまご	Egg of God	10	10	reuse
神のたまご最深部へ	Depths of God's Egg	18	19	reuse
神団批判	Order Critic	8	12	reuse
神殿にいるはず	She's in the Temple	14	19	reuse
神殿の奥にエルレインが	Elrane Deep in the Temple	22	25	reuse
秘奥義	Mystic	6	6	reuse
称号の名前を入力してください	Please input title name.	28	24	reuse
移動時基本速度	Move Speed	14	10	reuse
積み木遊び	Building Blocks	10	15	reuse
空の敵に対して有効	Strong against aerial foes	18	26	reuse
空の敵を狙え	Aim High	12	8	reuse
空を見上げて	Looking Up	12	10	reuse
空を飛んで	Flying the Skies	10	16	reuse
空中から高速の矢で敵を狙い打つ特技	Base: Fires a high-speed arrow atthe enemy.	34	43	reuse
空中都市の残骸	Aeropolis Ruin	14	14	reuse
空想大爆発	Imagination Explosion	10	21	reuse
突入	Charge	4	6	reuse
突撃しろ！	Charge!	10	7	reuse
立ち聞き	Eavesdropping	8	13	reuse
答えがわかってる問題を解いたって	Solving a Known Answer	32	22	reuse
管理のための番号	A Number for Control	16	20	reuse
箱庭の中の人形	Doll in a Garden	14	16	reuse
篭手	Glove	4	5	reuse
精霊	Spirit	4	6	reuse
紅蓮都市スペランツァ	Crimson Speranza	20	16	reuse
素早い敵を倒せ	Defeat Fast Foes	14	16	reuse
紫電	Shiden	4	6	reuse
経験値半分	Half EXP	10	8	reuse
経験値配分	EXP Distribution	10	16	reuse
経験値２倍	Double EXP	10	10	reuse
絶対運命	Absolute Destiny	8	16	reuse
緊急事態	Emergency	8	9	reuse
緊急事態ＳＯＳ	Emergency SOS	14	13	reuse
総合熟練度	Skill Level	10	11	reuse
罪な男の罪	A Sinful Man's Sin	10	18	reuse
美女と信仰	Beauty and Faith	10	16	reuse
美白の天使　小麦色の女神	Fair Angel, Tan Goddess	24	23	reuse
考えるよりもまず行動	Act Before Thinking	20	19	reuse
耐性	Resist	4	6	reuse
聖地カルビオラ	Holy Kalviola	14	13	reuse
聖女遭遇	Meeting a Holy Woman	8	20	reuse
肉鍋	Meat Stew	4	9	reuse
育ち盛り	Growing Boy	8	11	reuse
能力	Stats	4	5	reuse
能天気	Carefree	6	8	reuse
脱出～クレスタ	Escape to Cresta	14	16	reuse
脱獄犯	Jailbreaker	6	11	reuse
腕輪	Bangle	4	6	reuse
自動で料理を行いません	Do not auto-cook.	22	17	reuse
自爆した！	Self-destruct!	10	14	reuse
自称華麗なる連続攻撃を行う特技	Base: Performs an amazing continuousattack.	30	43	reuse
自立	Independence	4	12	reuse
自認ビギナー	I am a novice	12	13	reuse
船じゃ追いつけない	A Ship Can't Catch Up	18	21	reuse
船上のロマンス	Shipboard Romance	14	17	reuse
船内散策	Ship Stroll	8	11	reuse
苗木	Sapling	4	7	reuse
英雄に聞く（フィリア）	Ask a Hero (Philia)	22	19	reuse
英雄に聞く（ルーティ）	Ask a Hero (Rutee)	22	18	reuse
英雄の素顔	The Hero's True Face	10	20	reuse
英雄バルバトス	Hero Barbatos	14	13	reuse
英雄志願	Hero Hopeful	8	12	reuse
英雄王の噂	Rumors of the Hero King	10	23	reuse
英雄王謁見	Hero King's Audience	10	20	reuse
菜切り包丁	Vegetable Knife	10	15	reuse
落ち着け	Calm Down	8	9	reuse
落とすアイテム	Drop Item	14	9	reuse
落下時ダウン時間を減少	Reduce knockdown time	22	21	reuse
蒼天都市ヴァンジェロ	Azure City Vangelo	20	18	reuse
虫マニア	Bug Maniac	8	10	reuse
虫丘　虫引	Bug Hill	10	8	reuse
行け！　大海原を！	Go! Across the Sea!	18	19	reuse
行商人	Peddler	6	7	reuse
術・技	Artes	6	5	reuse
術技	Artes	4	5	reuse
衰弱	Weak	4	4	reuse
衰弱耐性と反撃効果を得る	Adds resistance to Weak status	24	30	reuse
装備	Equip	4	5	reuse
装備を外せません	Can't remove that.	16	18	reuse
装備品が全滅した・・・	Equipment wiped out...	22	22	reuse
装備屋　トリニティ	Equipment Shop TRINITY	18	22	reuse
装身具	Trinket	6	7	reuse
装飾品	Jewelry	6	7	reuse
補給ロボット	Supply Robot	12	12	reuse
補給部隊	Quartermaster	8	13	reuse
複数の火球弾が敵を狙う下級晶術	Low: Several balls of flame are fired atthe enemy.	30	50	reuse
襲撃！	Attack!	6	7	reuse
見習い剣士	Apprentice Swordsman	10	20	reuse
触媒	Catalyst	4	8	reuse
記憶リフレッシュ	Memory Refresh	16	14	reuse
設備は生きている？	Is the Gear Still Live?	18	23	reuse
設定	Config	4	6	reuse
詠唱	Cast	4	4	reuse
詠唱加速	Speed Cast	8	10	reuse
詠唱速度	Cast Speed	8	10	reuse
詠唱速度が上昇する	Increases Casting Speed	18	23	reuse
詠唱速度とTP回復力が上昇	Increases Casting Speed and TP Regen	24	36	reuse
詠唱速度上昇	Speed Cast	12	10	reuse
詠唱速度－	Damage Cast Speed	10	17	reuse
話を聞こう	Let's Hear It	10	13	reuse
説得	Persuasion	4	10	reuse
課せられた選択	An Imposed Choice	14	17	reuse
調理できる回数の一番多い料理を行います	Use dish that can be prepared the most times	38	44	reuse
調理可能回数	Plentiful	12	9	reuse
調理器具	Cookware	8	8	reuse
謁見後、熱冷めぬ	Still Fired Up	16	14	reuse
謎の男と共に	With the Masked Man	12	19	reuse
貴重品	Special	6	7	reuse
買う	Buy	4	3	reuse
資材を取りに	Fetch Materials	12	15	reuse
資材集めが今の目的	Gathering Materials	18	19	reuse
走って笑え	Run and Laugh	10	13	reuse
走って笑って追いかけろ	Run, Laugh, Chase	22	17	reuse
走り	Run	4	3	reuse
起きている夢	Waking Dream	12	12	reuse
跳躍後、打ち下ろしの精霊弾を発射する特技	Base: Fires a Spirit Blast in mid-air.	40	38	reuse
輝き	Radiance	4	8	reuse
近くの敵を狙え	Attack Close	14	12	reuse
迷いやすいぞ	Easy to Get Lost	12	16	reuse
迷子札	ID Tag	6	6	reuse
追加晶術	Added Spell	8	11	reuse
追加特技	Added Skill	8	11	reuse
追加発動技即習得	Instant Add Artes	16	17	reuse
逃走した・・・	Fled...	14	7	reuse
逃走速度が上昇する	Increases escape speed	18	22	reuse
通常攻撃を行うと上昇	Rises with normal attack use.	20	29	reuse
造り物の世界	A Fabricated World	12	18	reuse
連携発動	Spell Save	8	10	reuse
連携行動を行うと上昇	Rises when chaining attacks.	20	28	reuse
連続的に水流を地面に叩きつける中級晶術	Mid: Powerful currents of water from aboveslam into the ground.	38	63	reuse
連鎖発動	Chain Trigger	8	13	reuse
運命の出会い	Fated Meeting	12	13	reuse
過去を否定するつもりはない	I Won't Deny the Past	26	21	reuse
道具	Items	4	5	reuse
道具屋　ハッピーマスター	Pawn Shop HAPPY MASTER	24	22	reuse
道具屋　マミーテイラー	Pawn Shop MAMIE TAYLOR	22	22	reuse
道具屋　ムーンリバー	Pawn Shop MOON RIVER	20	20	reuse
道具屋　家内安全	Pawn Shop FAMILY WELL-BEING	16	27	reuse
遠き旅路	Long Journey	8	12	reuse
適正熟練度	Adequate Level	10	14	reuse
遺産	Legacy	4	6	reuse
遺跡の入り口を探して	Find the Ruins Entrance	20	23	reuse
遺跡探索	Ruin Explorer	8	13	reuse
野宿無宿	No Roof Tonight	8	15	reuse
野菜サラダ	Veggie Salad	10	12	reuse
鈍足	Slow	4	4	reuse
鈍足効果	Inflict Slow	8	12	reuse
鈍足耐性と反撃効果を得る	Adds resistance to Slow status	24	30	reuse
鉄のフライパン	Iron Frying Pan	14	15	reuse
鉄鍋	Iron Pot	4	8	reuse
銀のおたま	Silver Ladle	10	12	reuse
鍛冶屋のテント	Smith's Tent	14	12	reuse
鏡の中へ	Into the Mirror	8	15	reuse
門限	Curfew	4	6	reuse
闇属性	Dark	6	4	reuse
闇属性を付加する	Adds Dark attribute	16	19	reuse
闇属性レベル	Dark Level	12	10	reuse
闇抵抗	Dark	6	4	reuse
闇耐性を得る	Adds Dark Resistance	12	20	reuse
闇耐性－	Damage Dark Res	8	15	reuse
闘神	War God	4	7	reuse
防具	Armor	4	5	reuse
防具屋　けづくろい	Armor Shop けづくろい	18	21	reuse
防具屋　アンカーヘッド	Armor Shop ANCHOR HEAD	22	22	reuse
防具屋　コモナ	Armor Shop COMONA	14	17	reuse
防具屋　スルーズゲルミル	Armor Shop THRUDGELMIR	24	22	reuse
防具屋　ナイトキラー	Armor Shop NIGHT KILLER	20	23	reuse
防具屋　メリトン	Armor Shop MERITON	16	18	reuse
防具屋　リーフズラシル	Armor Shop LIFTHRASIR	22	21	reuse
防具屋　ワイアポロ	Armor Shop WIRE POLO	18	20	reuse
防具屋　鎧袖一触	Armor Shop 鎧袖一触	16	19	reuse
防御	Guard	4	5	reuse
防御が上昇する	Increases Defense	14	17	reuse
防御と最大HPが上昇	Increases Defense and Maximum HP	18	32	reuse
防御・回避が上昇	Increases Defense and Evasion	16	29	reuse
防御力	Defense	6	7	reuse
防御力－	Damage Defense	8	14	reuse
防御回数	Block Count	8	11	reuse
防御＋	Def +	6	5	reuse
隠し通路	Hidden Passage	8	14	reuse
雑貨屋　にくきゅう	General Shop CAT'S PAW	18	22	reuse
雑貨屋　アフィニティ	General Shop AFFINITY	20	21	reuse
雑貨屋　バラライカ	General Shop BALALAIKA	18	22	reuse
雑貨屋　ビヴロスト	General Shop BIFROST	18	20	reuse
雑貨屋　ファジーネーブル	General Shop FUZZY NAVEL	24	24	reuse
雑貨屋　ブルーラグーン	General Shop BLUE LAGOON	22	24	reuse
雑貨屋　ベルゲルミル	General Shop BERGELMIR	20	22	reuse
雑貨屋　マナブレイカー	General Shop MANABREAKER	22	24	reuse
雑貨屋　ワードエイト	General Shop WARD EIGHT	20	23	reuse
雑貨屋　当たり棒	General Shop POPSICLE STICK	16	27	reuse
難易度・称号引継ぎ	Carry Diff/Titles	18	17	reuse
雪の街にて	In the Snowy Town	10	17	reuse
雪中の戦い	Battle in the Snow	10	18	reuse
電撃の力を利用して敵を討つ特技	Base: Hits the enemy with anelectric shock.	30	43	reuse
霧が濃いため着陸できません	The fog is too thick to land.	26	29	reuse
霧の中で	In the Mist	8	11	reuse
風の向くまま気の向くまま	Wherever the Wind Blows	24	23	reuse
風を知らない人たち	People Who Know No Wind	18	23	reuse
風属性	Wind	6	4	reuse
風属性を付加する	Adds Wind attribute	16	19	reuse
風属性レベル	Wind Level	12	10	reuse
風抵抗	Wind	6	4	reuse
風耐性を得る	Adds Wind Resistance	12	20	reuse
風耐性－	Damage Wind Res	8	15	reuse
飛んでくるはずなんだが	It Should Fly Here	22	18	reuse
飛行竜の中で	Inside the Flying Dragon	12	24	reuse
飛行竜を追え！	Chase the Flying Dragon!	14	24	reuse
飛行艇リバース	Airship Rev	14	11	reuse
食材	Food	4	4	reuse
食材のコストが一番低い料理を行います	Use dish with lowest ingredient requirement	36	43	reuse
食材コスト	Ingredients	10	11	reuse
食材屋　いなか市場	Food Shop COUNTRY MARKET	18	24	reuse
食材屋　おばんざい	Food Shop BANZAI	18	16	reuse
食材屋　かつおぶし	Food Shop DRIED BONITO	18	22	reuse
食材屋　またたび	Food Shop ACTINIDIA	16	19	reuse
食材屋　イタトマ	Food Shop ITATOMA	16	17	reuse
食材屋　キングスバレイ	Food Shop KING'S VALLEY	22	23	reuse
食材屋　クリスチャニア	Food Shop CHRISTIANIA	22	21	reuse
食材屋　クレスタキッチン	Food Shop CRESTA'S KITCHEN	24	26	reuse
食材屋　サンマリノ	Food Shop SAN MARINO	18	20	reuse
食材屋　シェリーツイスト	Food Shop SHERRY TWIST	24	22	reuse
食材屋　ハーベスター	Food Shop HARVESTER	20	19	reuse
食材屋　マールツァイト	Food Shop MAHLZEIT	22	18	reuse
食材屋　ユグドラシル	Food Shop YGGDRASILL	20	20	reuse
食材屋　ルックデリシャス！	Food Shop LOOKS DELICIOUS!	26	26	reuse
食材屋　新鮮市場	Food Shop FRESH MARKET	16	22	reuse
馬齢	Wasted Years	4	12	reuse
高速回転させた水圧を発射する下級晶術	Low: Launches a rapidly spinningblast of water.	36	47	reuse
魔女	Witch	4	5	reuse
魚屋　海鮮丸	Fish Shop SEAFOOD CIRCLE	12	24	reuse
魚鍋	Fish Stew	4	9	reuse
麻痺	Para	4	4	reuse
麻痺効果	Inflict Paralysis	8	17	reuse
麻痺耐性と反撃効果を得る	Adds resistance to Paralysis status	24	35	reuse
黄昏都市レアルタ	Twilight Realta	16	15	reuse
－秘奥義－	-Mystic Arte-	10	13	reuse
１：力尽きるまで攻撃主体で戦います	1: Fight primarily with attacks until your   strength runs out.	34	63	reuse
１：自分からは攻撃・晶術を行いません	1: Don't perform attacks or spells on your   own.	36	49	reuse
４倍速詠唱	Quadspeed Cast	10	14	reuse
５：SP、TPが尽きるまで攻撃を行います	5: Attack until your SP and TP run out.	36	39	reuse
＜確率・継続効果＞敵を一定時間凍結状態にする	(Random-Continuous) The enemy is frozen fora certain amount of time.	44	68	reuse
＜確率・継続効果＞敵を一定時間毒状態にする	(Random-Continuous) The enemy is poisonedfor a certain amount of time.	42	70	reuse
＜確率・継続効果＞敵を一定時間鈍足状態にする	(Random-Continuous) The enemy's pace isslowed down for a certain amount of time.	44	80	reuse
＜確率・継続効果＞敵を一定時間麻痺状態にする	(Random-Continuous) The enemy is paralyzedfor a certain amount of time.	44	71	reuse
＜確率効果＞の発生確率上昇	Increases random effect probability	26	35	reuse
＜確率効果＞凍結効果を付加	Inflicts Freeze randomly	26	24	reuse
＜確率効果＞敵SPにダメージを与える	(Random) Damages the enemy's SP.	34	32	reuse
＜確率効果＞敵TPにダメージを与える	(Random) Damages the enemy's TP.	34	32	reuse
＜確率効果＞毒を付加する	Inflicts Poison randomly	24	24	reuse
＜確率効果＞気絶効果を付加	Inflicts Stun randomly	26	22	reuse
＜確率効果＞衰弱効果を付加	Inflicts Weak randomly	26	22	reuse
＜確率効果＞麻痺を付加する	Inflicts Paralysis randomly	26	27	reuse
＜継続効果＞の時間延長	Extends Continuous Effect duration	22	34	reuse
ＧＧＶＳＳリファイナー	G.G.V.S.S. Refiner	22	18	reuse
ＨＰ継続回復	HP Regen	12	8	reuse
ＬＯＶＥ！　眼鏡ッ子	LOVE! Glasses Girl	20	18	reuse
ＳＰ回復	SP Regen	8	8	reuse
ＳＰ回復力が上昇する	Increases SP Regen	20	18	reuse
ＳＰ軽減	SP Reduce	8	9	reuse
ＳＰ軽減力が上昇する	Increases SP Reduction	20	22	reuse
ＴＰ回復	TP Regen	8	8	reuse
ＴＰ回復力が上昇する	Increases TP Regen	20	18	reuse
ＴＰ軽減	TP Reduce	8	9	reuse
ＴＰ軽減力が上昇する	Increases TP Reduction	20	22	reuse
